"http://edamontology.org/data_1410","type","Class"
"http://edamontology.org/data_1410","label","Terminal gap opening penalty"
"http://edamontology.org/data_1410","subClassOf","http://edamontology.org/data_1397"
"http://edamontology.org/data_1410","http://edamontology.org/created_in","beta12orEarlier"
"http://edamontology.org/data_1410","hasDefinition","A number defining the penalty for opening gaps at the termini of an alignment, either from the N/C terminal of protein or 5'/3' terminal of nucleotide sequences."
"http://edamontology.org/data_1410","inSubset","data"
"http://edamontology.org/data_1410","inSubset","edam"
"http://edamontology.org/format_1511","http://edamontology.org/obsolete_since","beta12orEarlier"
"http://edamontology.org/format_1511","deprecated","TRUE"
"http://edamontology.org/format_1511","inSubset","obsolete"
"http://edamontology.org/format_1511","hasDefinition","Format of an entry from IntEnz (The Integrated Relational Enzyme Database)."
"http://edamontology.org/format_1511","type","Class"
"http://edamontology.org/format_1511","comment","IntEnz is the master copy of the Enzyme Nomenclature, the recommendations of the NC-IUBMB on the Nomenclature and Classification of Enzyme-Catalysed Reactions."
"http://edamontology.org/format_1511","http://edamontology.org/created_in","beta12orEarlier"
"http://edamontology.org/format_1511","label","IntEnz enzyme report format"
"http://edamontology.org/format_1511","subClassOf","ObsoleteClass"
"http://edamontology.org/format_1511","consider","http://edamontology.org/format_2331"
"http://edamontology.org/data_2314","inSubset","data"
"http://edamontology.org/data_2314","comment","Nucleotide sequence GI number is shown in the VERSION field of the database record. Protein sequence GI number is shown in the CDS/db_xref field of a nucleotide database record, and the VERSION field of a protein database record."
"http://edamontology.org/data_2314","inSubset","edam"
"http://edamontology.org/data_2314","type","Class"
"http://edamontology.org/data_2314","hasDefinition","A series of digits that are assigned consecutively to each sequence record processed by NCBI. The GI number bears no resemblance to the Accession number of the sequence record."
"http://edamontology.org/data_2314","hasExactSynonym","gi number"
"http://edamontology.org/data_2314","subClassOf","http://edamontology.org/data_2362"
"http://edamontology.org/data_2314","hasExactSynonym","NCBI GI number"
"http://edamontology.org/data_2314","label","GI number"
"http://edamontology.org/data_2314","http://edamontology.org/created_in","beta12orEarlier"
"http://edamontology.org/data_2314","inSubset","identifiers"
"http://edamontology.org/topic_3405","type","Class"
"http://edamontology.org/topic_3405","label","Dentistry"
"http://edamontology.org/topic_3405","subClassOf","http://edamontology.org/topic_3303"
"http://edamontology.org/topic_3405","http://edamontology.org/created_in","1.4"
"http://edamontology.org/topic_3405","hasDefinition","Topic concerning the study, diagnosis, prevention and treatments of disorders of the oral cavity, maxillofacial area and adjacent structures."
"http://edamontology.org/topic_3405","inSubset","edam"
"http://edamontology.org/topic_3405","inSubset","events"
"http://edamontology.org/topic_3405","inSubset","topics"
"http://edamontology.org/format_2035","type","Class"
"http://edamontology.org/format_2035","label","Chemical formula format"
"http://edamontology.org/format_2035","subClassOf","http://edamontology.org/format_2350"
"http://edamontology.org/format_2035","http://edamontology.org/created_in","beta12orEarlier"
"http://edamontology.org/format_2035","hasDefinition","Text format of a chemical formula."
"http://edamontology.org/format_2035","inSubset","edam"
"http://edamontology.org/format_2035","inSubset","formats"
"http://edamontology.org/data_3028","comment","This is a broad data type and is used a placeholder for other, more specific types."
"http://edamontology.org/data_3028","inSubset","edam"
"http://edamontology.org/data_3028","inSubset","data"
"http://edamontology.org/data_3028","subClassOf","http://purl.obolibrary.org/obo/IAO_0000027"
"http://edamontology.org/data_3028","type","Class"
"http://edamontology.org/data_3028","hasExactSynonym","Taxonomic data"
"http://edamontology.org/data_3028","label","Taxonomy"
"http://edamontology.org/data_3028","http://edamontology.org/created_in","beta12orEarlier"
"http://edamontology.org/data_3028","hasDefinition","Data concerning the classification, identification and naming of organisms."
"http://www.ebi.ac.uk/swo/data/SWO_3000052","type","Class"
"http://www.ebi.ac.uk/swo/data/SWO_3000052","label","Interaction data"
"http://www.ebi.ac.uk/swo/data/SWO_3000052","subClassOf","http://purl.obolibrary.org/obo/IAO_0000027"
"http://www.ebi.ac.uk/swo/data/SWO_3000052","http://purl.obolibrary.org/obo/IAO_0000115","A type of data which defines interactions between items in the file. This can be simple pairwise interactions or more complex ones. Used to provide a class of data for software requiring specific types of interaction data as input."
"http://www.ebi.ac.uk/swo/data/SWO_3000052","http://purl.org/dc/elements/1.1/creator","Allyson Lister"
"http://edamontology.org/data_1030","http://edamontology.org/regex","[0-9]+"
"http://edamontology.org/data_1030","http://edamontology.org/obsolete_since","beta12orEarlier"
"http://edamontology.org/data_1030","inSubset","obsolete"
"http://edamontology.org/data_1030","http://edamontology.org/created_in","beta12orEarlier"
"http://edamontology.org/data_1030","consider","http://edamontology.org/data_1027"
"http://edamontology.org/data_1030","subClassOf","ObsoleteClass"
"http://edamontology.org/data_1030","deprecated","TRUE"
"http://edamontology.org/data_1030","type","Class"
"http://edamontology.org/data_1030","hasDefinition","An Entrez unique identifier of a gene."
"http://edamontology.org/data_1030","label","Gene identifier (Entrez)"
"http://www.ebi.ac.uk/efo/swo/SWO_0000690","http://purl.obolibrary.org/obo/IAO_0000119","http://bioconductor.org/packages/2.4/bioc/html/safe.html"
"http://www.ebi.ac.uk/efo/swo/SWO_0000690","http://purl.org/dc/elements/1.1/creator","Nandini Badarinarayan"
"http://www.ebi.ac.uk/efo/swo/SWO_0000690","type","Class"
"http://www.ebi.ac.uk/efo/swo/SWO_0000690","subClassOf","http://www.ebi.ac.uk/swo/SWO_0000001"
"http://www.ebi.ac.uk/efo/swo/SWO_0000690","label","safe"
"http://www.ebi.ac.uk/efo/swo/SWO_0000690","http://purl.obolibrary.org/obo/IAO_0000115","SAFE is a resampling-based method for testing functional categories is gene expression experiments. SAFE can be applied to 2-sample and multi-class comparisons, or simple linear regressions. Other experimental designs can also be accommodated through user-defined functions."
"http://www.ebi.ac.uk/swo/SWO_0000145","http://purl.obolibrary.org/obo/IAO_0000119","http://pmgenomics.ca/hoffmanlab/proj/segway/, accessed 27 November 2014."
"http://www.ebi.ac.uk/swo/SWO_0000145","subClassOf","http://www.ebi.ac.uk/swo/SWO_0000001"
"http://www.ebi.ac.uk/swo/SWO_0000145","http://purl.obolibrary.org/obo/IAO_0000115","The free Segway software package contains a novel method for analyzing multiple tracks of functional genomics data. Our method uses a dynamic Bayesian network (DBN) model, which enables it to analyze the entire genome at 1-bp resolution even in the face of heterogeneous patterns of missing data. This method is the first application of DBN techniques to genome-scale data and the first genomic segmentation method designed for use with the maximum resolution data available from ChIP-seq experiments without downsampling."
"http://www.ebi.ac.uk/swo/SWO_0000145","label","Segway 1.2"
"http://www.ebi.ac.uk/swo/SWO_0000145","type","Class"
"http://edamontology.org/operation_3457","subClassOf","http://edamontology.org/operation_3443"
"http://edamontology.org/operation_3457","comment","Single particle analysis is used to improve the information that can be obtained by relatively low resolution techniques, , e.g. an image of a protein or virus from transmission electron microscopy (TEM)."
"http://edamontology.org/operation_3457","inSubset","data"
"http://edamontology.org/operation_3457","hasDefinition","An image processing technique that combines and analyze multiple images of a particulate sample, in order to produce an image with clearer features that are more easily interpreted."
"http://edamontology.org/operation_3457","inSubset","operations"
"http://edamontology.org/operation_3457","type","Class"
"http://edamontology.org/operation_3457","subClassOf","http://edamontology.org/operation_2480"
"http://edamontology.org/operation_3457","http://edamontology.org/created_in","1.7"
"http://edamontology.org/operation_3457","label","Single particle analysis"
